cod_mod,anexo,pred_retiro_g1,prob_retiro_g1,pred_retiro_g2,prob_retiro_g2,pred_retiro_g3,prob_retiro_g3,pred_retiro_g4,prob_retiro_g4,pred_retiro_g5,prob_retiro_g5
1604255,0,0.0,0.2734814328968957,0.11705306591857911,0.5323379826898499,0.15970399136587024,0.5497423664558918,0.0,0.43798261111118253,0.0,0.44245070282636967
1604263,0,0.0,0.42856737103087467,0.0,0.42306664937823146,0.11952224726965795,0.5287931121362922,0.0,0.4908085743080646,0.0,0.42205723805208184
1604271,0,0.15736003394807832,0.5677614925002719,0.21728215139789056,0.5019477559759062,0.17874626209167316,0.5607375774116379,0.0,0.39582052537527657,0.0,0.47769239387281104
1604297,0,0.0,0.3398462646170004,0.0,0.4605259572070069,0.20722681555297193,0.608432546827915,0.0,0.3996378814698305,0.19210895395374217,0.6954473735172904
733949,0,0.0,0.4378952027548836,0.0,0.4445548415862227,0.0,0.45672538636882515,0.08431968472353082,0.5427940512843702,0.14458167116489615,0.5879676084629052
567982,0,0.0,0.23557769926744676,0.0,0.3532717459365758,0.0,0.34071938301034305,0.0,0.2623053147642407,0.0,0.32323104749557424
612812,0,0.014270379330075925,0.9404512592788284,0.02138192617573632,0.9594511297517303,0.049239306306239995,0.8931567564048979,0.046779134352595154,0.9604617266853973,0.04301798512790201,0.8964380752395085
612663,0,0.030437847714594787,0.5313001498253872,0.06106972943131322,0.9216466487022308,0.03387430709525872,0.8449411387582931,0.0462693936897345,0.7517396483824956,0.0,0.4065980589589926
502518,0,0.019771151352818154,0.8116778707633097,0.0159659584022388,0.6865162213198694,0.01771305701939127,0.5491142486781714,0.03419415293925243,0.6531002119814954,0.040807520470482334,0.8153880191628999
806513,0,0.0,0.16505322790693636,0.0,0.07331156540305604,0.0,0.18261163586493634,0.0,0.1540471842374021,0.0,0.2596653700894084
612697,0,0.0,0.1739867146447352,0.0,0.2597064011790958,0.0,0.3631923359336114,0.0,0.40589535944132005,0.0,0.264741315849364
666388,0,0.0,0.46383401859478357,0.03711387006275461,0.5890237675099137,0.048385796101166854,0.5478050809418192,0.0373498509271443,0.6028615117907532,0.05411680083988395,0.5030912713763003
238717,0,0.011373213438575528,0.6157465285436251,0.012392476801475876,0.8160266786965688,0.012308706623654927,0.6794087759709239,0.023982331038255936,0.9156862481062438,0.013191704286561754,0.8495033444118325
923797,0,0.08932696650366417,0.5172657345143219,0.04689570398544278,0.7991779400429571,0.053622273692601585,0.510545318802961,0.08624941310128993,0.6599856432370851,0.07393240436396081,0.5639747589110766
806455,0,0.0,0.3697938836369258,0.0,0.32079887754818287,0.0,0.39099255644965825,0.0,0.24542426202788994,0.0,0.15950306619673657
807222,0,0.0,0.1865892212657449,0.0,0.3804639711955623,0.0,0.39346954165929005,0.0,0.34723933089674824,0.0,0.4000041133562246
923094,0,0.0,0.36328342533285457,0.0,0.3797382260457012,0.0,0.40270539926586746,0.10204844885619273,0.5027680897983207,0.0,0.3538797313993186
915389,0,0.0,0.33879159893691635,0.0,0.49211525522225386,0.0,0.321268125729468,0.12706528277144433,0.6956958368492011,0.07375951500851875,0.5241078565321167
922476,0,0.03648763946305461,0.6725154722500204,0.0,0.3515925325917395,0.0,0.17184414879351292,0.0,0.4132901026758468,0.0,0.31896948073397674
595041,0,0.0,0.2491845980528808,0.0,0.1239689838452297,0.0,0.38921565605117775,0.0,0.1417290159404646,0.0,0.2923251010971627
818195,0,0.0,0.34292502240631917,0.0,0.3974105580417906,0.0,0.49796730476343815,0.0,0.3952240255403243,0.0,0.33907079078471
922443,0,0.0,0.12063083606840698,0.0,0.26721304691782355,0.0,0.38656656208324075,0.0,0.4122199361650647,0.0,0.4353049117522244
915355,0,0.021484583005000002,0.7321346381284166,0.02623999353284598,0.6418101627780022,0.0,0.42918350987312526,0.055950557727810206,0.8256221742445412,0.03131049148650002,0.7082058734432853
666396,0,0.0,0.16284727289673054,0.0,0.23509620444307064,0.0761542489519797,0.6053625802618364,0.0,0.26807910530322815,0.0,0.34799825992013134
922807,0,0.0,0.1889499952381577,0.0,0.20043490028293912,0.0,0.2434940761990778,0.0,0.190836134025238,0.0,0.1457535278586419
1122423,0,0.0,0.19232156289760072,0.0,0.38103269356521596,0.0,0.25144732296445776,0.0,0.4451606185312825,0.1510892979239093,0.5663390771962966
1605187,0,0.0,0.34330612676285355,0.0,0.4472723004872487,0.0,0.4344746036258808,0.0,0.15453084228097816,0.0,0.22912621424649707
1605195,0,0.04412086243530697,0.6246920289352521,0.03280337716315921,0.6019117960056278,0.0,0.4929636753167384,0.05739917178809299,0.6736846128882743,0.09649111065769243,0.5980327957231144
1605237,0,0.0,0.45619793352396276,0.016281966190130323,0.7196881811055598,0.02989640340173087,0.738052808078951,0.040243995666379664,0.6750219848933645,0.03492920643274002,0.6713337912087918
1605252,0,0.055997985910181756,0.6562211856157141,0.03964473964780842,0.5133438208288553,0.06386536918649142,0.6199670427836659,0.0726091802421199,0.6244015823289476,0.08631286263951866,0.6549867933791328
1605260,0,0.0,0.2658364580479865,0.0,0.34086427936589053,0.0,0.4078389282769464,0.0,0.452284065771702,0.0,0.4382703283643573
1605328,0,0.0,0.21266585160342105,0.0,0.23082997031359928,0.0,0.27395346499603507,0.0,0.16134336322164675,0.0,0.36862019658363343
524934,0,0.0,0.4782380238073303,0.0,0.38511331720778436,0.0,0.38998189486918367,0.0,0.18081349099111443,0.0,0.34117769174354584
